Gene	sgRNA	D7_R1|beta	D7_R1|z	D7_R1|p-value	D7_R1|fdr	D7_R1|wald-p-value	D7_R1|wald-fdr	D7_R2|beta	D7_R2|z	D7_R2|p-value	D7_R2|fdr	D7_R2|wald-p-value	D7_R2|wald-fdr	PLX7_R1|beta	PLX7_R1|z	PLX7_R1|p-value	PLX7_R1|fdr	PLX7_R1|wald-p-value	PLX7_R1|wald-fdr	PLX7_R2|beta	PLX7_R2|z	PLX7_R2|p-value	PLX7_R2|fdr	PLX7_R2|wald-p-value	PLX7_R2|wald-fdr
TIPARP	6	0.24011	3.5551	0.033044	0.6229399999999999	0.00037783	0.0021081	0.17119	2.5245	0.06423999999999999	0.70125	0.011585999999999999	0.039727	-0.30872	-4.4685	0.30555	0.92211	7.8752e-06	8.579e-05	-0.19032000000000002	-2.5553	0.62032	0.9737	0.01061	0.044816
CCNA2	5	-0.76223	-8.2676	0.031183999999999996	0.6123	1.3666e-16	6.8014e-15	-0.8855299999999999	-9.415	0.013583000000000001	0.48848	4.7327e-21	4.9071e-19	-0.53073	-6.3442	0.07509	0.76525	2.2363e-10	6.591199999999999e-09	-0.34764	-3.8203	0.2319	0.87936	0.00013331	0.0012724
ROMO1	4	-0.82815	-8.1973	0.022366	0.5643199999999999	2.4582e-16	1.1928e-14	-0.45338999999999996	-4.8476	0.14945999999999998	0.84034	1.2497e-06	1.4829000000000002e-05	-0.16504000000000002	-1.9203	0.71939	0.9852	0.054816	0.13719	-0.19363	-2.028	0.60851	0.97067	0.042565	0.12766
ERCC2	4	-1.0671	-10.783	0.007176100000000001	0.42148	4.147899999999999e-27	6.021100000000001e-25	-0.9223100000000001	-9.5036	0.011183	0.45728	2.0274e-21	2.1934999999999996e-19	-0.5152399999999999	-5.622000000000001	0.082221	0.78013	1.8873e-08	3.9003e-07	-0.54046	-5.5722	0.068213	0.74275	2.5149e-08	7.0428e-07
SKIV2L2	4	-0.78662	-7.13	0.027361	0.59501	1.0039e-12	3.168e-11	-0.51879	-4.9558	0.10097	0.78196	7.204600000000001e-07	9.1072e-06	-0.52231	-5.2119	0.078558	0.7705	1.8692999999999997e-07	3.1219e-06	-0.53255	-4.7364	0.07223099999999999	0.74484	2.1756e-06	3.7633000000000004e-05
TRA2B	8	-0.60264	-8.8358	0.073276	0.72895	9.9419e-19	6.5847e-17	-0.64568	-9.4406	0.047707	0.65176	3.7053e-21	3.8649e-19	-0.6092	-9.4024	0.046007	0.70052	5.3324e-21	8.219999999999999e-19	-0.53594	-7.452000000000001	0.070613	0.74455	9.192e-14	7.6245e-12
NSL1	4	-1.1168	-11.245	0.0056146	0.39676	2.4614e-29	4.5131e-27	-1.1435	-11.514000000000001	0.0040186	0.35545	1.1231999999999999e-30	3.1055e-28	-0.99529	-10.659	0.0054538	0.48718	1.5765999999999997e-26	4.5022e-24	-0.99172	-9.6201	0.0056834	0.48318	6.579299999999999e-22	1.6371999999999998e-19
LIPT2	4	0.29486999999999997	3.4865	0.016442	0.50961	0.00048943	0.0026411	0.079692	0.92238	0.19658	0.87041	0.35633000000000004	0.52987	0.09046	1.083	0.23801999999999998	0.8903399999999999	0.27883	0.45042	0.014925999999999998	0.16228	0.45627	0.94406	0.8710899999999999	0.93416
SERPINB6	4	-0.93535	-10.550999999999998	0.013043	0.4834	5.0044999999999994e-26	6.757699999999999e-24	-0.65023	-7.6177	0.046512	0.64781	2.5817e-14	1.1773e-12	-0.66645	-8.0462	0.032608	0.67479	8.5403e-16	6.1473e-14	-1.001	-10.665999999999999	0.005407899999999999	0.48318	1.4681999999999998e-26	5.6830999999999996e-24
MIP	4	0.23305	2.7993	0.036041000000000004	0.63146	0.0051215	0.019235	-0.07936599999999999	-0.9236700000000001	0.7921600000000001	0.98651	0.35566	0.52937	0.13443	1.6495	0.14677	0.83567	0.099052	0.21399	0.18833	2.1621	0.06602000000000001	0.73482	0.030614	0.099526
POLR3B	7	-0.81525	-10.325	0.023813	0.57667	5.4401e-25	6.817399999999999e-23	-0.67837	-8.8798	0.039463	0.62849	6.699299999999999e-19	5.5045e-17	-0.49581000000000003	-7.03	0.09284099999999999	0.8026800000000001	2.0659e-12	8.755799999999999e-11	-0.5897899999999999	-7.2709	0.049842000000000004	0.70926	3.5715e-13	2.7167e-11
BARD1	5	-0.84501	-9.4699	0.0203	0.55423	2.8004e-21	2.4636999999999996e-19	-0.71096	-8.193	0.033504	0.61233	2.5476e-16	1.4694e-14	-0.5748300000000001	-7.0568	0.057122000000000006	0.72717	1.7033e-12	7.2544e-11	-0.74664	-7.97	0.019921	0.58319	1.5866e-15	1.8062999999999998e-13
HAUS7	4	-0.6702	-7.1958	0.050738	0.68077	6.2115e-13	2.0338e-11	-0.71622	-7.6627	0.032665	0.61183	1.8212000000000002e-14	8.4147e-13	-0.49966000000000005	-5.8179	0.09057899999999999	0.79838	5.9602e-09	1.3805999999999998e-07	-0.44595	-4.6736	0.1232	0.81379	2.9594e-06	4.8723999999999996e-05
NOP14	5	-0.62893	-6.9697	0.063551	0.71205	3.1765e-12	9.1393e-11	-0.30979	-3.6504	0.36136	0.9287	0.00026184	0.0016608	-0.27310999999999996	-3.3817	0.38193	0.94473	0.00072048	0.0041917000000000005	-0.22657	-2.5365	0.49868999999999997	0.9505100000000001	0.011197	0.046729
RPE	5	-0.8323200000000001	-10.292	0.021769	0.55929	7.692499999999999e-25	9.5032e-23	-0.7428	-9.3043	0.028635	0.59953	1.3494000000000001e-20	1.3280000000000002e-18	-0.42899	-5.664	0.14135999999999999	0.8302	1.4791000000000002e-08	3.1363000000000004e-07	-0.5452100000000001	-6.6924	0.06615800000000001	0.73495	2.1953000000000002e-11	1.1149000000000002e-09
GABPB1	4	-0.73953	-10.074	0.035295	0.63146	7.197699999999999e-24	7.985800000000001e-22	-0.57408	-7.9347	0.072381	0.7235699999999999	2.1102e-15	1.1105e-13	-0.22491999999999998	-3.2192	0.51083	0.9685600000000001	0.0012855	0.006804300000000001	-0.41312	-5.6171	0.15236	0.8321799999999999	1.9416e-08	5.6367e-07
DSCC1	4	-0.60663	-5.0583	0.071474	0.72102	4.2299e-07	5.064e-06	-0.50347	-4.309	0.11089	0.7941199999999999	1.64e-05	0.0001471	-0.30795	-2.875	0.30706999999999995	0.92311	0.0040406	0.017568	-0.31899	-2.6261	0.28037	0.9014700000000001	0.0086366	0.038048
TM4SF5	4	0.25303000000000003	2.0799	0.028394	0.5959300000000001	0.037537	0.097688	-0.081541	-0.6422	0.8016800000000001	0.98698	0.52074	0.67904	-0.20923000000000003	-1.6896	0.5605600000000001	0.97459	0.091112	0.20082	0.06688200000000001	0.5075	0.27331	0.8986	0.6118100000000001	0.77057
CHTF8	4	-0.64561	-7.2297	0.058063	0.69739	4.841800000000001e-13	1.6065e-11	-0.565	-6.4155	0.076491	0.73249	1.4038e-10	3.6880999999999997e-09	-0.61863	-7.2236	0.043493000000000004	0.69408	5.0612e-13	2.4153999999999997e-11	-0.67748	-7.1587	0.030185000000000003	0.6467	8.1437e-13	5.629100000000001e-11
PFDN5	5	-0.60005	-7.0358	0.07421799999999999	0.72895	1.9815e-12	5.9002e-11	-0.56891	-6.7364	0.074677	0.7286	1.6237000000000004e-11	5.005799999999999e-10	-0.51081	-6.3739	0.08466599999999999	0.78405	1.8429000000000002e-10	5.5347e-09	-0.6078899999999999	-6.6572	0.045261	0.7078399999999999	2.7916e-11	1.3893e-09
PRSS12	5	-0.60968	-8.0698	0.070417	0.72042	7.0409e-16	3.1683999999999997e-14	-0.48433000000000004	-6.4946	0.12420999999999999	0.81147	8.3266e-11	2.2841e-09	-0.51298	-7.0217	0.083449	0.78255	2.1915e-12	9.243000000000001e-11	-0.40355	-5.2714	0.16178	0.8340799999999999	1.3538e-07	3.1782e-06
CAD	4	-0.9350700000000001	-9.4374	0.013043	0.4834	3.8195999999999995e-21	3.2938000000000004e-19	-0.79027	-8.2324	0.021976	0.56398	1.8357000000000002e-16	1.0914e-14	-0.79093	-8.641	0.016166	0.59409	5.5723e-18	5.3331e-16	-0.7014600000000001	-6.9181	0.026258999999999998	0.62916	4.5783e-12	2.6762e-10
LPAR3	6	0.45981000000000005	6.4065	0.0031000999999999997	0.38364000000000004	1.4886000000000002e-10	3.3156999999999996e-09	0.2584	3.555	0.021448	0.56172	0.00037799	0.0022719999999999997	0.15001	2.0926	0.12382	0.81258	0.036383	0.10004	0.28031999999999996	3.7376	0.02154	0.59577	0.00018575	0.0016718
NYAP2	4	0.22053000000000003	2.6381	0.041311	0.6559699999999999	0.0083371	0.028752	-0.037541000000000005	-0.43818	0.5999	0.97693	0.66125	0.78477	0.1766	2.1664	0.091222	0.80091	0.030284	0.08662	-0.036539	-0.40619	0.68804	0.98041	0.6846	0.8225299999999999
HEATR1	6	-0.75269	-8.8296	0.033010000000000005	0.6229399999999999	1.0505000000000001e-18	6.8791e-17	-0.67393	-8.0694	0.040622000000000005	0.63171	7.0647e-16	3.9442e-14	-0.5256	-6.7868	0.077318	0.7669699999999999	1.1464e-11	4.2216e-10	-0.5930300000000001	-6.6887	0.048981	0.70926	2.2509000000000003e-11	1.1365e-09
PMF1	5	-1.1557	-15.425	0.0048338	0.38364000000000004	1.1179e-53	9.272600000000001e-51	-0.97472	-13.392000000000001	0.008462	0.42158999999999996	6.7479e-41	4.0531999999999995e-38	-0.7468899999999999	-10.862	0.020633000000000002	0.61859	1.7412e-27	5.7226999999999995e-25	-0.7972	-10.655	0.015053	0.53401	1.6541e-26	6.2636e-24
SMARCA5	5	-0.6038600000000001	-6.9421	0.072645	0.72724	3.8628e-12	1.0994e-10	-0.72264	-8.1772	0.031620999999999996	0.61007	2.9043e-16	1.6696e-14	-0.23545	-2.9759	0.47995	0.9601700000000001	0.0029216	0.013441999999999999	-0.35909	-4.0541	0.21556	0.87197	5.0322e-05	0.00056189
LSM6	4	-0.67681	-5.1644	0.04897	0.6746300000000001	2.4121e-07	3.038e-06	-0.032964	-0.28579	0.57992	0.9732299999999999	0.77504	0.86331	-0.23694	-2.0859	0.47542	0.9598	0.036987	0.10124	-0.16534000000000001	-1.3057	0.71614	0.98206	0.19165	0.37096999999999997
SERPINA6	4	0.20949	2.4869	0.047362	0.6691	0.012887000000000001	0.041378	0.1784	2.1171	0.058464999999999996	0.68181	0.034249	0.093611	0.06381	0.76783	0.31090999999999996	0.9252	0.44259	0.61323	0.052185	0.58943	0.3192	0.9147200000000001	0.55557	0.72763
KIAA0586	4	-0.6479600000000001	-7.9501	0.057442999999999994	0.69645	1.8632e-15	8.0534e-14	-0.5604	-6.9605	0.07881	0.73632	3.3896e-12	1.1809e-10	-0.42956000000000005	-5.547999999999999	0.14074	0.8290799999999999	2.8894e-08	5.6489e-07	-0.53876	-6.4259	0.069097	0.74275	1.3105e-10	5.8683e-09
TINF2	4	-1.28	-14.409	0.0032378	0.38364000000000004	4.5126000000000005e-47	2.5355999999999997e-44	-1.2346	-14.029000000000002	0.0027440999999999998	0.34094	1.0396999999999999e-44	9.0549e-42	-0.99049	-11.915	0.005626	0.48911000000000004	9.9012e-33	5.0726e-30	-0.98226	-10.982000000000001	0.0059246	0.48318	4.6892e-28	1.9922000000000002e-25
VPS54	5	-0.8347600000000001	-10.335999999999999	0.021505	0.55929	4.8654999999999995e-25	6.1415e-23	-0.75138	-9.4862	0.0272	0.59307	2.3963e-21	2.5608e-19	-0.6813	-9.0954	0.029669	0.66197	9.4275e-20	1.1900000000000001e-17	-0.71209	-8.4358	0.024513	0.61795	3.2892e-17	4.7746e-15
DTYMK	4	-0.82449	-6.8162	0.022872	0.56567	9.3499e-12	2.5369e-10	-0.9051799999999999	-7.4279	0.012297	0.47002	1.1033e-13	4.5649e-12	-1.0028	-8.4553	0.0052357	0.48718	2.7845e-17	2.4496e-15	-0.9439200000000001	-7.2638	0.0070153	0.49237	3.7624e-13	2.8249000000000004e-11
MRPL27	4	-0.68345	-6.7074	0.047120999999999996	0.66786	1.9816e-11	5.1364e-10	-0.5696100000000001	-5.707999999999999	0.07434400000000001	0.7282	1.1429000000000001e-08	2.1111999999999997e-07	-0.30504000000000003	-3.2709	0.31304	0.9265899999999999	0.0010722000000000001	0.005852899999999999	-0.31185999999999997	-3.0712	0.29253	0.9046299999999999	0.0021320999999999996	0.012409
PPM1D	4	-0.64573	-6.4883	0.058017	0.69739	8.6821e-11	2.0058000000000002e-09	-0.5382899999999999	-5.5506	0.089925	0.75975	2.8464999999999997e-08	4.809199999999999e-07	-0.51465	-5.6021	0.082531	0.78013	2.1177e-08	4.3145e-07	-0.40854	-4.0113	0.15677	0.8340799999999999	6.0379e-05	0.00065733
MPI	4	0.2092	2.2964	0.047592	0.67071	0.021653	0.06310299999999999	0.14893	1.6296	0.085654	0.75354	0.10318	0.21775	0.27855	3.1587	0.029427999999999996	0.66197	0.0015845999999999998	0.0080945	0.17334000000000002	1.8231	0.079063	0.7561399999999999	0.068288	0.18124
NOTCH2	5	0.33831999999999995	2.0048	0.010081	0.45821000000000006	0.044988	0.11202000000000001	0.94166	6.3870000000000005	0.00013778	0.23571	1.6914e-10	4.3713e-09	-0.1729	-0.9765299999999999	0.6893199999999999	0.9844200000000001	0.3288	0.50337	-0.058155	-0.27692	0.7931	0.9905799999999999	0.78184	0.8834799999999999
WDR25	4	-0.7659199999999999	-7.3518	0.030679	0.61097	1.9553e-13	6.8528e-12	-0.5199600000000001	-5.2644	0.10016	0.77988	1.4064e-07	2.0902e-06	-0.49756000000000006	-5.3077	0.09181900000000001	0.802	1.1102e-07	1.9533e-06	-0.47273999999999994	-4.4835	0.10430999999999999	0.78981	7.3426e-06	0.00010766
MMS22L	4	-1.3494	-11.015999999999998	0.0025604	0.38364000000000004	3.1974999999999997e-28	5.304500000000001e-26	-0.72696	-6.6791	0.030897000000000004	0.60447	2.4045999999999998e-11	7.1969e-10	-0.9417700000000001	-8.7583	0.0074172	0.5	1.9813e-18	2.0421999999999997e-16	-0.9336	-7.7319	0.0073598	0.50039	1.0595e-14	1.0546e-12
ZBTB4	4	0.22725	2.6572	0.038176999999999996	0.6390100000000001	0.007879800000000001	0.027424	0.092706	1.0736	0.16843	0.8554200000000001	0.28302	0.45357	0.12369000000000001	1.4721	0.16541	0.84941	0.14098	0.27821	0.086617	0.96246	0.22016999999999998	0.8739399999999999	0.33582	0.53484
PSMA7	4	-0.9509700000000001	-9.5391	0.012020999999999999	0.46463000000000004	1.4404000000000001e-21	1.2999999999999998e-19	-0.74235	-7.7918	0.028681	0.59953	6.605199999999999e-15	3.241e-13	-0.58136	-6.5525	0.054916999999999994	0.72712	5.6591000000000004e-11	1.8741e-09	-0.56502	-5.7104	0.058155	0.72048	1.1271e-08	3.4626e-07
HSCB	4	-1.0357	-10.245999999999999	0.0082668	0.44036000000000003	1.2306e-24	1.4837e-22	-0.9481799999999999	-9.595	0.0096791	0.43792	8.394699999999999e-22	9.683899999999999e-20	-0.62484	-6.9926	0.041862	0.69408	2.6986e-12	1.1138999999999999e-10	-0.52905	-5.3971	0.073632	0.74484	6.7713e-08	1.6922999999999999e-06
RAD21	4	-0.7004600000000001	-6.9851	0.043516	0.65972	2.8464e-12	8.263600000000002e-11	-0.4895	-5.0722	0.12039000000000001	0.80906	3.9317e-07	5.2926e-06	-0.46145	-4.9931	0.11483	0.80816	5.9418e-07	8.7341e-06	-0.47392	-4.6222	0.1036	0.78942	3.7976999999999997e-06	6.0858e-05
FEZF2	4	0.32932	3.9195	0.011126	0.46118000000000003	8.8749e-05	0.00060176	0.16155999999999998	1.8957	0.072507	0.7235699999999999	0.057998	0.14082	0.23703000000000002	2.8801	0.046202	0.70157	0.0039749	0.017362	0.31481	3.6001	0.014444	0.52651	0.00031806	0.0026382
LSG1	5	-0.76393	-8.9068	0.030978	0.6123	5.255e-19	3.6762e-17	-0.70417	-8.3504	0.034777999999999996	0.61317	6.8048e-17	4.2638e-15	-0.54832	-7.0089	0.067547	0.75133	2.4012e-12	1.0054000000000001e-10	-0.41212	-4.8076	0.15338	0.8323	1.5274000000000002e-06	2.7513000000000002e-05
CAPZA1	4	-0.72527	-7.8255	0.037982	0.6390100000000001	5.0583999999999995e-15	2.1029e-13	-0.73583	-7.9609	0.029450999999999998	0.59953	1.7084e-15	9.1006e-14	-0.78425	-8.8111	0.016717	0.59877	1.2394000000000001e-18	1.3409e-16	-0.7483	-7.5518	0.019794	0.58316	4.2943e-14	3.7404e-12
PTK2B	4	0.25313	2.7083	0.028348	0.5959300000000001	0.006763600000000001	0.024229	0.30343000000000003	3.2726	0.013032	0.48093	0.0010655	0.0054412	0.33397	3.713	0.01658	0.59877	0.00020481	0.0014305	0.35173000000000004	3.6571	0.0099202	0.51782	0.00025508	0.0021664
PYGM	4	0.20704	2.5243	0.048763	0.67413	0.011594	0.037981	0.18704	2.2817	0.052575	0.6673399999999999	0.022508	0.067319	0.53773	6.8201	0.0031000999999999997	0.46723000000000003	9.0971e-12	3.4225e-10	0.0004909	0.0056743	0.51964	0.95229	0.9954700000000001	0.99765
TRAPPC4	4	-0.69371	-5.0604	0.045146	0.6637	4.1842e-07	5.0162e-06	-0.64439	-4.788	0.048097	0.65205	1.6840999999999999e-06	1.9249e-05	-1.1333	-8.0365	0.0029278000000000004	0.46723000000000003	9.245900000000001e-16	6.600599999999999e-14	-0.5574100000000001	-3.8489999999999998	0.06124299999999999	0.73172	0.00011861	0.0011621
POLR1E	4	-0.8870600000000001	-8.5072	0.016189	0.50961	1.7814e-17	9.819699999999999e-16	-0.8656799999999999	-8.3783	0.015075	0.51462	5.3695e-17	3.4135e-15	-0.5653100000000001	-5.9953	0.060899	0.73614	2.0307e-09	5.1044000000000004e-08	-0.59764	-5.6656	0.047844	0.7088	1.465e-08	4.3413999999999994e-07
PTPN23	4	-0.62976	-6.7729	0.063287	0.71205	1.2619000000000002e-11	3.346e-10	-0.48494	-5.3774	0.12376	0.81147	7.5564e-08	1.17e-06	-0.011872	-0.1456	0.596	0.9769	0.8842399999999999	0.93395	-0.1832	-2.0056	0.6462	0.97639	0.044903	0.13293
SNAP23	4	-1.0249	-12.796	0.0086572	0.44353000000000004	1.7215e-37	5.879799999999999e-35	-1.0106	-12.68	0.0072564	0.41491000000000006	7.6255e-37	3.4020999999999993e-34	-0.8331299999999999	-10.957	0.012813999999999999	0.56295	6.1522e-28	2.187e-25	-0.76276	-9.4204	0.018313	0.57343	4.494600000000001e-21	9.9102e-19
CCDC88A	4	-0.61027	-6.2463	0.070222	0.72035	4.2033e-10	8.706099999999999e-09	-0.6962	-7.0719	0.036409	0.61829	1.5286e-12	5.6056e-11	-0.6309600000000001	-6.6916	0.040462	0.69408	2.2068e-11	7.7502e-10	-0.63439	-6.1585	0.038669999999999996	0.67895	7.345499999999999e-10	2.9346999999999998e-08
